Time,Basis date,Validity date,City,Persist. value,EC,C3
1,09-07-17,09-07-17,Zefat,47,21,29
2,09-07-17,10-07-17,Afula,37,32,31
1,10-07-17,10-07-17,Afula,37,29,31
2,09-07-17,10-07-17,Ashdod,76,81,84
1,10-07-17,10-07-17,Ashdod,76,77,80
2,09-07-17,10-07-17,Beer Sheva,37,26,29
1,10-07-17,10-07-17,Beer Sheva,37,26,29
2,09-07-17,10-07-17,Bet Shean,32,15,18
1,10-07-17,10-07-17,Bet Shean,32,15,18
2,09-07-17,10-07-17,Elat,12,17,12
1,10-07-17,10-07-17,Elat,12,17,13
2,09-07-17,10-07-17,En Gedi,25,34,21
1,10-07-17,10-07-17,En Gedi,25,28,21
2,09-07-17,10-07-17,Haifa,67,51,56
1,10-07-17,10-07-17,Haifa,67,49,53
2,09-07-17,10-07-17,Jerusalem,38,24,34
1,10-07-17,10-07-17,Jerusalem,38,27,36
2,09-07-17,10-07-17,Lod,54,31,47
1,10-07-17,10-07-17,Lod,54,28,38
2,09-07-17,10-07-17,Mizpe Ramon,21,24,26
1,10-07-17,10-07-17,Mizpe Ramon,21,21,21
2,09-07-17,10-07-17,Nazareth,57,37,49
1,10-07-17,10-07-17,Nazareth,57,37,47
2,09-07-17,10-07-17,Qazrin,36,14,25
1,10-07-17,10-07-17,Qazrin,36,22,32
2,09-07-17,10-07-17,Tel Aviv,68,53,64
1,10-07-17,10-07-17,Tel Aviv,68,49,57
2,09-07-17,10-07-17,Tiberias,28,20,26
1,10-07-17,10-07-17,Tiberias,28,22,30
2,09-07-17,10-07-17,Zefat,27,12,19
1,10-07-17,10-07-17,Zefat,27,14,16
2,10-07-17,11-07-17,Afula,20,31,29
1,11-07-17,11-07-17,Afula,20,30,34
2,10-07-17,11-07-17,Ashdod,74,81,83
1,11-07-17,11-07-17,Ashdod,74,81,80
2,10-07-17,11-07-17,Beer Sheva,39,24,25
1,11-07-17,11-07-17,Beer Sheva,39,23,24
2,10-07-17,11-07-17,Bet Shean,19,16,18
1,11-07-17,11-07-17,Bet Shean,19,16,24
2,10-07-17,11-07-17,Elat,13,18,12
1,11-07-17,11-07-17,Elat,13,17,13
2,10-07-17,11-07-17,En Gedi,22,37,20
1,11-07-17,11-07-17,En Gedi,22,38,29
2,10-07-17,11-07-17,Haifa,43,52,51
1,11-07-17,11-07-17,Haifa,43,55,53
2,10-07-17,11-07-17,Jerusalem,33,26,31
1,11-07-17,11-07-17,Jerusalem,33,25,31
2,10-07-17,11-07-17,Lod,42,28,37
1,11-07-17,11-07-17,Lod,42,26,34
2,10-07-17,11-07-17,Mizpe Ramon,17,22,31
1,11-07-17,11-07-17,Mizpe Ramon,17,22,26
2,10-07-17,11-07-17,Nazareth,53,38,46
1,11-07-17,11-07-17,Nazareth,53,35,42
2,10-07-17,11-07-17,Qazrin,31,20,24
1,11-07-17,11-07-17,Qazrin,31,18,29
2,10-07-17,11-07-17,Tel Aviv,62,49,58
1,11-07-17,11-07-17,Tel Aviv,62,50,52
2,10-07-17,11-07-17,Tiberias,37,25,22
1,11-07-17,11-07-17,Tiberias,37,24,24
2,10-07-17,11-07-17,Zefat,31,14,20
1,11-07-17,11-07-17,Zefat,31,17,18
2,11-07-17,12-07-17,Afula,29,34,38
1,12-07-17,12-07-17,Afula,29,34,43
2,11-07-17,12-07-17,Ashdod,71,83,87
1,12-07-17,12-07-17,Ashdod,71,84,86
2,11-07-17,12-07-17,Beer Sheva,30,32,36
1,12-07-17,12-07-17,Beer Sheva,30,29,32
2,11-07-17,12-07-17,Bet Shean,24,23,27
1,12-07-17,12-07-17,Bet Shean,24,22,28
2,11-07-17,12-07-17,Elat,15,20,17
1,12-07-17,12-07-17,Elat,15,20,17
2,11-07-17,12-07-17,En Gedi,20,27,23
1,12-07-17,12-07-17,En Gedi,20,29,26
2,11-07-17,12-07-17,Haifa,57,69,63
1,12-07-17,12-07-17,Haifa,57,57,63
2,11-07-17,12-07-17,Jerusalem,35,34,41
1,12-07-17,12-07-17,Jerusalem,35,32,38
2,11-07-17,12-07-17,Lod,42,39,46
1,12-07-17,12-07-17,Lod,42,35,48
2,11-07-17,12-07-17,Mizpe Ramon,28,30,37
1,12-07-17,12-07-17,Mizpe Ramon,28,30,30
2,11-07-17,12-07-17,Nazareth,52,49,55
1,12-07-17,12-07-17,Nazareth,52,50,56
2,11-07-17,12-07-17,Qazrin,29,29,36
1,12-07-17,12-07-17,Qazrin,29,30,39
2,11-07-17,12-07-17,Tel Aviv,66,58,64
1,12-07-17,12-07-17,Tel Aviv,66,59,63
2,11-07-17,12-07-17,Tiberias,27,32,36
1,12-07-17,12-07-17,Tiberias,27,31,32
2,11-07-17,12-07-17,Zefat,22,17,37
1,12-07-17,12-07-17,Zefat,22,21,39
2,12-07-17,13-07-17,Afula,39,41,45
1,13-07-17,13-07-17,Afula,39,40,45
2,12-07-17,13-07-17,Ashdod,75,84,90
1,13-07-17,13-07-17,Ashdod,75,84,86
2,12-07-17,13-07-17,Beer Sheva,39,39,34
1,13-07-17,13-07-17,Beer Sheva,39,36,35
2,12-07-17,13-07-17,Bet Shean,26,27,29
1,13-07-17,13-07-17,Bet Shean,26,25,29
2,12-07-17,13-07-17,Elat,16,13,15
1,13-07-17,13-07-17,Elat,16,15,17
2,12-07-17,13-07-17,En Gedi,27,30,30
1,13-07-17,13-07-17,En Gedi,27,33,32
2,12-07-17,13-07-17,Haifa,59,59,64
1,13-07-17,13-07-17,Haifa,59,59,62
2,12-07-17,13-07-17,Jerusalem,43,37,41
1,13-07-17,13-07-17,Jerusalem,43,36,42
2,12-07-17,13-07-17,Lod,52,42,52
1,13-07-17,13-07-17,Lod,52,43,51
2,12-07-17,13-07-17,Mizpe Ramon,27,22,25
1,13-07-17,13-07-17,Mizpe Ramon,27,23,26
2,12-07-17,13-07-17,Nazareth,65,54,54
1,13-07-17,13-07-17,Nazareth,65,54,56
2,12-07-17,13-07-17,Qazrin,38,35,38
1,13-07-17,13-07-17,Qazrin,38,35,38
2,12-07-17,13-07-17,Tel Aviv,67,61,69
1,13-07-17,13-07-17,Tel Aviv,67,60,66
2,12-07-17,13-07-17,Tiberias,36,37,32
1,13-07-17,13-07-17,Tiberias,36,36,30
2,12-07-17,13-07-17,Zefat,18,32,35
1,13-07-17,13-07-17,Zefat,18,32,33
2,13-07-17,14-07-17,Afula,45,29,36
1,14-07-17,14-07-17,Afula,45,31,36
2,13-07-17,14-07-17,Ashdod,73,85,84
1,14-07-17,14-07-17,Ashdod,73,86,87
2,13-07-17,14-07-17,Beer Sheva,38,32,25
1,14-07-17,14-07-17,Beer Sheva,38,30,30
2,13-07-17,14-07-17,Bet Shean,27,19,21
1,14-07-17,14-07-17,Bet Shean,27,20,22
2,13-07-17,14-07-17,Elat,13,11,14
1,14-07-17,14-07-17,Elat,13,11,13
2,13-07-17,14-07-17,En Gedi,34,27,25
1,14-07-17,14-07-17,En Gedi,34,27,21
2,13-07-17,14-07-17,Haifa,69,65,55
1,14-07-17,14-07-17,Haifa,69,55,57
2,13-07-17,14-07-17,Jerusalem,38,32,33
1,14-07-17,14-07-17,Jerusalem,38,29,38
2,13-07-17,14-07-17,Lod,56,38,42
1,14-07-17,14-07-17,Lod,56,37,47
2,13-07-17,14-07-17,Mizpe Ramon,22,16,17
1,14-07-17,14-07-17,Mizpe Ramon,22,15,20
2,13-07-17,14-07-17,Nazareth,61,40,49
1,14-07-17,14-07-17,Nazareth,61,43,48
2,13-07-17,14-07-17,Qazrin,44,23,30
1,14-07-17,14-07-17,Qazrin,44,25,35
2,13-07-17,14-07-17,Tel Aviv,61,59,62
1,14-07-17,14-07-17,Tel Aviv,60,58,66
2,13-07-17,14-07-17,Tiberias,35,25,25
1,14-07-17,14-07-17,Tiberias,35,26,28
2,13-07-17,14-07-17,Zefat,40,20,25
1,14-07-17,14-07-17,Zefat,40,20,29
2,14-07-17,15-07-17,Afula,31,22,22
1,15-07-17,15-07-17,Afula,31,24,34
2,14-07-17,15-07-17,Ashdod,80,86,86
1,15-07-17,15-07-17,Ashdod,80,85,83
2,14-07-17,15-07-17,Beer Sheva,33,21,21
1,15-07-17,15-07-17,Beer Sheva,33,21,29
2,14-07-17,15-07-17,Bet Shean,26,16,16
1,15-07-17,15-07-17,Bet Shean,26,16,19
2,14-07-17,15-07-17,Elat,24,8,8
1,15-07-17,15-07-17,Elat,24,8,10
2,14-07-17,15-07-17,En Gedi,38,31,31
1,15-07-17,15-07-17,En Gedi,38,24,22
2,14-07-17,15-07-17,Haifa,40,48,48
1,15-07-17,15-07-17,Haifa,40,50,56
2,14-07-17,15-07-17,Jerusalem,35,26,26
1,15-07-17,15-07-17,Jerusalem,35,24,38
2,14-07-17,15-07-17,Lod,41,30,30
1,15-07-17,15-07-17,Lod,41,32,46
2,14-07-17,15-07-17,Mizpe Ramon,11,10,10
1,15-07-17,15-07-17,Mizpe Ramon,11,11,11
2,14-07-17,15-07-17,Nazareth,56,32,32
1,15-07-17,15-07-17,Nazareth,56,37,49
2,14-07-17,15-07-17,Qazrin,27,17,17
1,15-07-17,15-07-17,Qazrin,27,19,21
2,14-07-17,15-07-17,Tel Aviv,67,56,56
1,15-07-17,15-07-17,Tel Aviv,67,57,64
2,14-07-17,15-07-17,Tiberias,25,18,18
1,15-07-17,15-07-17,Tiberias,25,21,22
2,14-07-17,15-07-17,Zefat,26,16,16
1,15-07-17,15-07-17,Zefat,26,20,24
2,15-07-17,16-07-17,Afula,20,24,24
1,16-07-17,16-07-17,Afula,20,25,26
2,15-07-17,16-07-17,Ashdod,74,86,84
1,16-07-17,16-07-17,Ashdod,74,84,84
2,15-07-17,16-07-17,Beer Sheva,21,14,20
1,16-07-17,16-07-17,Beer Sheva,21,15,26
2,15-07-17,16-07-17,Bet Shean,20,13,18
1,16-07-17,16-07-17,Bet Shean,20,14,23
2,15-07-17,16-07-17,Elat,14,12,8
1,16-07-17,16-07-17,Elat,14,9,8
2,15-07-17,16-07-17,En Gedi,23,19,17
1,16-07-17,16-07-17,En Gedi,23,31,15
2,15-07-17,16-07-17,Haifa,43,52,58
1,16-07-17,16-07-17,Haifa,43,52,55
2,15-07-17,16-07-17,Jerusalem,32,15,22
1,16-07-17,16-07-17,Jerusalem,32,16,27
2,15-07-17,16-07-17,Lod,46,22,37
1,16-07-17,16-07-17,Lod,46,26,40
2,15-07-17,16-07-17,Mizpe Ramon,11,12,13
1,16-07-17,16-07-17,Mizpe Ramon,11,12,12
2,15-07-17,16-07-17,Nazareth,36,26,40
1,16-07-17,16-07-17,Nazareth,36,31,40
2,15-07-17,16-07-17,Qazrin,19,16,26
1,16-07-17,16-07-17,Qazrin,19,16,29
2,15-07-17,16-07-17,Tel Aviv,65,46,59
1,16-07-17,16-07-17,Tel Aviv,65,50,57
2,15-07-17,16-07-17,Tiberias,16,16,22
1,16-07-17,16-07-17,Tiberias,16,17,32
2,15-07-17,16-07-17,Zefat,23,17,20
1,16-07-17,16-07-17,Zefat,23,17,30
2,16-07-17,17-07-17,Afula,21,33,43
1,17-07-17,17-07-17,Afula,21,43,39
2,16-07-17,17-07-17,Ashdod,72,84,85
1,17-07-17,17-07-17,Ashdod,72,81,83
2,16-07-17,17-07-17,Beer Sheva,18,31,31
1,17-07-17,17-07-17,Beer Sheva,18,33,38
2,16-07-17,17-07-17,Bet Shean,11,20,27
1,17-07-17,17-07-17,Bet Shean,11,24,22
2,16-07-17,17-07-17,Elat,10,13,10
1,17-07-17,17-07-17,Elat,10,11,11
2,16-07-17,17-07-17,En Gedi,21,32,17
1,17-07-17,17-07-17,En Gedi,21,25,15
2,16-07-17,17-07-17,Haifa,34,47,59
1,17-07-17,17-07-17,Haifa,34,55,61
2,16-07-17,17-07-17,Jerusalem,16,29,35
1,17-07-17,17-07-17,Jerusalem,16,31,38
2,16-07-17,17-07-17,Lod,31,35,44
1,17-07-17,17-07-17,Lod,31,41,45
2,16-07-17,17-07-17,Mizpe Ramon,12,22,22
1,17-07-17,17-07-17,Mizpe Ramon,12,21,22
2,16-07-17,17-07-17,Nazareth,31,36,43
1,17-07-17,17-07-17,Nazareth,31,39,44
2,16-07-17,17-07-17,Qazrin,19,17,22
1,17-07-17,17-07-17,Qazrin,19,22,23
2,16-07-17,17-07-17,Tel Aviv,59,56,62
1,17-07-17,17-07-17,Tel Aviv,59,58,60
2,16-07-17,17-07-17,Tiberias,31,22,25
1,17-07-17,17-07-17,Tiberias,31,28,16
2,16-07-17,17-07-17,Zefat,20,21,24
1,17-07-17,17-07-17,Zefat,20,28,22
2,17-07-17,18-07-17,Afula,49,30,31
1,18-07-17,18-07-17,Afula,49,30,30
2,17-07-17,18-07-17,Ashdod,70,78,83
1,18-07-17,18-07-17,Ashdod,70,73,73
2,17-07-17,18-07-17,Beer Sheva,33,23,36
1,18-07-17,18-07-17,Beer Sheva,33,23,23
2,17-07-17,18-07-17,Bet Shean,30,17,30
1,18-07-17,18-07-17,Bet Shean,30,16,16
2,17-07-17,18-07-17,Elat,12,16,13
1,18-07-17,18-07-17,Elat,12,15,15
2,17-07-17,18-07-17,En Gedi,14,35,25
1,18-07-17,18-07-17,En Gedi,14,37,37
2,17-07-17,18-07-17,Haifa,58,42,58
1,18-07-17,18-07-17,Haifa,58,45,45
2,17-07-17,18-07-17,Jerusalem,36,29,41
1,18-07-17,18-07-17,Jerusalem,36,30,30
2,17-07-17,18-07-17,Lod,54,27,52
1,18-07-17,18-07-17,Lod,54,24,24
2,17-07-17,18-07-17,Mizpe Ramon,19,22,27
1,18-07-17,18-07-17,Mizpe Ramon,19,21,21
2,17-07-17,18-07-17,Nazareth,50,34,54
1,18-07-17,18-07-17,Nazareth,50,35,35
2,17-07-17,18-07-17,Qazrin,30,30,40
1,18-07-17,18-07-17,Qazrin,30,30,30
2,17-07-17,18-07-17,Tel Aviv,62,53,66
1,18-07-17,18-07-17,Tel Aviv,62,51,51
2,17-07-17,18-07-17,Tiberias,31,29,25
1,18-07-17,18-07-17,Tiberias,31,27,27
2,17-07-17,18-07-17,Zefat,33,20,29
1,18-07-17,18-07-17,Zefat,33,19,19
2,18-07-17,19-07-17,Afula,42,40,39
1,19-07-17,19-07-17,Afula,42,41,41
2,18-07-17,19-07-17,Ashdod,67,81,84
1,19-07-17,19-07-17,Ashdod,67,80,82
2,18-07-17,19-07-17,Beer Sheva,43,37,41
1,19-07-17,19-07-17,Beer Sheva,43,38,48
2,18-07-17,19-07-17,Bet Shean,30,27,35
1,19-07-17,19-07-17,Bet Shean,30,29,36
2,18-07-17,19-07-17,Elat,18,20,15
1,19-07-17,19-07-17,Elat,18,19,17
2,18-07-17,19-07-17,En Gedi,32,41,32
1,19-07-17,19-07-17,En Gedi,32,43,33
2,18-07-17,19-07-17,Haifa,55,54,63
1,19-07-17,19-07-17,Haifa,55,51,62
2,18-07-17,19-07-17,Jerusalem,45,39,50
1,19-07-17,19-07-17,Jerusalem,45,40,49
2,18-07-17,19-07-17,Lod,51,46,54
1,19-07-17,19-07-17,Lod,51,45,54
2,18-07-17,19-07-17,Mizpe Ramon,18,35,40
1,19-07-17,19-07-17,Mizpe Ramon,18,35,38
2,18-07-17,19-07-17,Nazareth,55,49,54
1,19-07-17,19-07-17,Nazareth,55,50,51
2,18-07-17,19-07-17,Qazrin,40,26,45
1,19-07-17,19-07-17,Qazrin,40,27,26
2,18-07-17,19-07-17,Tel Aviv,62,57,67
1,19-07-17,19-07-17,Tel Aviv,62,57,65
2,18-07-17,19-07-17,Tiberias,35,26,18
1,19-07-17,19-07-17,Tiberias,35,29,22
2,18-07-17,19-07-17,Zefat,48,26,30
1,19-07-17,19-07-17,Zefat,48,29,32
2,19-07-17,20-07-17,Afula,45,39,39
1,20-07-17,20-07-17,Afula,45,43,42
2,19-07-17,20-07-17,Ashdod,74,73,73
1,20-07-17,20-07-17,Ashdod,74,72,75
2,19-07-17,20-07-17,Beer Sheva,45,41,41
1,20-07-17,20-07-17,Beer Sheva,45,41,43
2,19-07-17,20-07-17,Bet Shean,31,32,32
1,20-07-17,20-07-17,Bet Shean,31,27,32
2,19-07-17,20-07-17,Elat,13,31,31
1,20-07-17,20-07-17,Elat,13,28,25
2,19-07-17,20-07-17,En Gedi,29,46,46
1,20-07-17,20-07-17,En Gedi,29,49,40
2,19-07-17,20-07-17,Haifa,66,58,58
1,20-07-17,20-07-17,Haifa,66,53,61
2,19-07-17,20-07-17,Jerusalem,46,42,42
1,20-07-17,20-07-17,Jerusalem,46,43,49
2,19-07-17,20-07-17,Lod,56,42,42
1,20-07-17,20-07-17,Lod,56,43,53
2,19-07-17,20-07-17,Mizpe Ramon,30,40,40
1,20-07-17,20-07-17,Mizpe Ramon,30,40,48
2,19-07-17,20-07-17,Nazareth,60,45,45
1,20-07-17,20-07-17,Nazareth,60,45,51
2,19-07-17,20-07-17,Qazrin,25,28,28
1,20-07-17,20-07-17,Qazrin,25,27,35
2,19-07-17,20-07-17,Tel Aviv,72,56,56
1,20-07-17,20-07-17,Tel Aviv,72,55,63
2,19-07-17,20-07-17,Tiberias,31,30,30
1,20-07-17,20-07-17,Tiberias,31,30,31
2,19-07-17,20-07-17,Zefat,34,32,32
1,20-07-17,20-07-17,Zefat,34,36,34
2,20-07-17,21-07-17,Afula,40,43,42
1,21-07-17,21-07-17,Afula,40,47,44
2,20-07-17,21-07-17,Ashdod,69,68,77
1,21-07-17,21-07-17,Ashdod,69,69,73
2,20-07-17,21-07-17,Beer Sheva,45,41,39
1,21-07-17,21-07-17,Beer Sheva,45,42,36
2,20-07-17,21-07-17,Bet Shean,32,35,31
1,21-07-17,21-07-17,Bet Shean,32,35,34
2,20-07-17,21-07-17,Elat,24,25,21
1,21-07-17,21-07-17,Elat,24,26,27
2,20-07-17,21-07-17,En Gedi,36,47,33
1,21-07-17,21-07-17,En Gedi,36,48,31
2,20-07-17,21-07-17,Haifa,63,55,61
1,21-07-17,21-07-17,Haifa,63,54,59
2,20-07-17,21-07-17,Jerusalem,44,42,49
1,21-07-17,21-07-17,Jerusalem,44,42,47
2,20-07-17,21-07-17,Lod,53,43,50
1,21-07-17,21-07-17,Lod,53,46,49
2,20-07-17,21-07-17,Mizpe Ramon,36,37,34
1,21-07-17,21-07-17,Mizpe Ramon,36,38,36
2,20-07-17,21-07-17,Nazareth,54,51,48
1,21-07-17,21-07-17,Nazareth,54,53,52
2,20-07-17,21-07-17,Qazrin,34,37,39
1,21-07-17,21-07-17,Qazrin,34,37,45
2,20-07-17,21-07-17,Tel Aviv,65,52,63
1,21-07-17,21-07-17,Tel Aviv,65,51,58
2,20-07-17,21-07-17,Tiberias,30,35,44
1,21-07-17,21-07-17,Tiberias,30,36,36
2,20-07-17,21-07-17,Zefat,33,35,47
1,21-07-17,21-07-17,Zefat,33,35,49
2,21-07-17,22-07-17,Afula,48,45,43
1,22-07-17,22-07-17,Afula,48,41,45
2,21-07-17,22-07-17,Ashdod,66,72,76
1,22-07-17,22-07-17,Ashdod,66,72,77
2,21-07-17,22-07-17,Beer Sheva,42,46,47
1,22-07-17,22-07-17,Beer Sheva,42,43,46
2,21-07-17,22-07-17,Bet Shean,36,38,35
1,22-07-17,22-07-17,Bet Shean,36,32,35
2,21-07-17,22-07-17,Elat,30,27,21
1,22-07-17,22-07-17,Elat,30,23,24
2,21-07-17,22-07-17,En Gedi,37,44,31
1,22-07-17,22-07-17,En Gedi,37,44,35
2,21-07-17,22-07-17,Haifa,63,59,54
1,22-07-17,22-07-17,Haifa,63,50,60
2,21-07-17,22-07-17,Jerusalem,43,44,51
1,22-07-17,22-07-17,Jerusalem,43,41,51
2,21-07-17,22-07-17,Lod,52,44,56
1,22-07-17,22-07-17,Lod,52,44,57
2,21-07-17,22-07-17,Mizpe Ramon,32,35,36
1,22-07-17,22-07-17,Mizpe Ramon,32,35,39
2,21-07-17,22-07-17,Nazareth,55,51,51
1,22-07-17,22-07-17,Nazareth,55,46,50
2,21-07-17,22-07-17,Qazrin,42,41,43
1,22-07-17,22-07-17,Qazrin,42,38,45
2,21-07-17,22-07-17,Tel Aviv,61,53,61
1,22-07-17,22-07-17,Tel Aviv,61,50,63
2,21-07-17,22-07-17,Tiberias,37,35,29
1,22-07-17,22-07-17,Tiberias,37,31,30
2,21-07-17,22-07-17,Zefat,47,33,32
1,22-07-17,22-07-17,Zefat,47,32,35
2,22-07-17,23-07-17,Afula,50,42,42
1,23-07-17,23-07-17,Afula,50,39,39
2,22-07-17,23-07-17,Ashdod,66,67,67
1,23-07-17,23-07-17,Ashdod,66,64,64
2,22-07-17,23-07-17,Beer Sheva,46,44,44
1,23-07-17,23-07-17,Beer Sheva,46,44,44
2,22-07-17,23-07-17,Bet Shean,36,33,33
1,23-07-17,23-07-17,Bet Shean,36,29,29
2,22-07-17,23-07-17,Elat,26,18,18
1,23-07-17,23-07-17,Elat,26,18,18
2,22-07-17,23-07-17,En Gedi,35,39,39
1,23-07-17,23-07-17,En Gedi,35,42,42
2,22-07-17,23-07-17,Haifa,62,53,53
1,23-07-17,23-07-17,Haifa,62,52,52
2,22-07-17,23-07-17,Jerusalem,49,39,39
1,23-07-17,23-07-17,Jerusalem,49,40,40
2,22-07-17,23-07-17,Lod,53,44,44
1,23-07-17,23-07-17,Lod,53,42,42
2,22-07-17,23-07-17,Mizpe Ramon,28,32,32
1,23-07-17,23-07-17,Mizpe Ramon,28,35,35
2,22-07-17,23-07-17,Nazareth,59,52,52
1,23-07-17,23-07-17,Nazareth,59,50,50
2,22-07-17,23-07-17,Qazrin,41,31,31
1,23-07-17,23-07-17,Qazrin,41,30,30
2,22-07-17,23-07-17,Tel Aviv,63,49,49
1,23-07-17,23-07-17,Tel Aviv,63,49,49
2,22-07-17,23-07-17,Tiberias,38,35,35
1,23-07-17,23-07-17,Tiberias,38,33,33
2,22-07-17,23-07-17,Zefat,48,36,36
1,23-07-17,23-07-17,Zefat,48,35,35
2,23-07-17,24-07-17,Afula,45,46,46
1,24-07-17,24-07-17,Afula,45,49,52
2,23-07-17,24-07-17,Ashdod,62,79,79
1,24-07-17,24-07-17,Ashdod,62,77,80
2,23-07-17,24-07-17,Beer Sheva,40,40,40
1,24-07-17,24-07-17,Beer Sheva,40,43,46
2,23-07-17,24-07-17,Bet Shean,31,30,30
1,24-07-17,24-07-17,Bet Shean,31,31,38
2,23-07-17,24-07-17,Elat,23,28,28
1,24-07-17,24-07-17,Elat,23,27,24
2,23-07-17,24-07-17,En Gedi,33,37,37
1,24-07-17,24-07-17,En Gedi,33,39,32
2,23-07-17,24-07-17,Haifa,62,60,60
1,24-07-17,24-07-17,Haifa,62,60,65
2,23-07-17,24-07-17,Jerusalem,34,40,40
1,24-07-17,24-07-17,Jerusalem,34,39,42
2,23-07-17,24-07-17,Lod,54,48,48
1,24-07-17,24-07-17,Lod,54,48,55
2,23-07-17,24-07-17,Mizpe Ramon,33,30,30
1,24-07-17,24-07-17,Mizpe Ramon,33,31,34
2,23-07-17,24-07-17,Nazareth,56,56,56
1,24-07-17,24-07-17,Nazareth,56,55,59
2,23-07-17,24-07-17,Qazrin,42,34,34
1,24-07-17,24-07-17,Qazrin,42,32,44
2,23-07-17,24-07-17,Tel Aviv,62,60,60
1,24-07-17,24-07-17,Tel Aviv,62,60,65
2,23-07-17,24-07-17,Tiberias,39,38,38
1,24-07-17,24-07-17,Tiberias,39,39,40
2,23-07-17,24-07-17,Zefat,50,32,32
1,24-07-17,24-07-17,Zefat,50,31,50
2,24-07-17,25-07-17,Afula,49,38,38
1,25-07-17,25-07-17,Afula,49,41,40
2,24-07-17,25-07-17,Ashdod,73,83,87
1,25-07-17,25-07-17,Ashdod,73,83,85
2,24-07-17,25-07-17,Beer Sheva,41,41,43
1,25-07-17,25-07-17,Beer Sheva,41,40,42
2,24-07-17,25-07-17,Bet Shean,40,23,34
1,25-07-17,25-07-17,Bet Shean,40,24,31
2,24-07-17,25-07-17,Elat,27,28,24
1,25-07-17,25-07-17,Elat,27,24,24
2,24-07-17,25-07-17,En Gedi,31,34,28
1,25-07-17,25-07-17,En Gedi,31,36,27
2,24-07-17,25-07-17,Haifa,67,68,64
1,25-07-17,25-07-17,Haifa,67,69,64
2,24-07-17,25-07-17,Jerusalem,40,43,49
1,25-07-17,25-07-17,Jerusalem,40,41,48
2,24-07-17,25-07-17,Lod,60,42,52
1,25-07-17,25-07-17,Lod,60,41,50
2,24-07-17,25-07-17,Mizpe Ramon,25,31,37
1,25-07-17,25-07-17,Mizpe Ramon,25,29,32
2,24-07-17,25-07-17,Nazareth,64,48,53
1,25-07-17,25-07-17,Nazareth,64,49,54
2,24-07-17,25-07-17,Qazrin,46,25,37
1,25-07-17,25-07-17,Qazrin,46,26,37
2,24-07-17,25-07-17,Tel Aviv,71,60,69
1,25-07-17,25-07-17,Tel Aviv,71,60,65
2,24-07-17,25-07-17,Tiberias,52,30,40
1,25-07-17,25-07-17,Tiberias,52,31,55
2,24-07-17,25-07-17,Zefat,52,24,27
1,25-07-17,25-07-17,Zefat,52,24,27
2,25-07-17,26-07-17,Afula,41,30,34
1,26-07-17,26-07-17,Afula,41,29,32
2,25-07-17,26-07-17,Ashdod,77,84,87
1,26-07-17,26-07-17,Ashdod,77,85,83
2,25-07-17,26-07-17,Beer Sheva,39,29,32
1,26-07-17,26-07-17,Beer Sheva,39,27,31
2,25-07-17,26-07-17,Bet Shean,29,18,25
1,26-07-17,26-07-17,Bet Shean,29,18,23
2,25-07-17,26-07-17,Elat,24,23,17
1,26-07-17,26-07-17,Elat,24,20,17
2,25-07-17,26-07-17,En Gedi,22,34,24
1,26-07-17,26-07-17,En Gedi,22,35,25
2,25-07-17,26-07-17,Haifa,65,66,55
1,26-07-17,26-07-17,Haifa,65,62,55
2,25-07-17,26-07-17,Jerusalem,38,32,34
1,26-07-17,26-07-17,Jerusalem,38,31,38
2,25-07-17,26-07-17,Lod,54,32,44
1,26-07-17,26-07-17,Lod,54,31,43
2,25-07-17,26-07-17,Mizpe Ramon,28,25,26
1,26-07-17,26-07-17,Mizpe Ramon,28,27,29
2,25-07-17,26-07-17,Nazareth,64,40,48
1,26-07-17,26-07-17,Nazareth,64,39,47
2,25-07-17,26-07-17,Qazrin,41,21,29
1,26-07-17,26-07-17,Qazrin,41,21,33
2,25-07-17,26-07-17,Tel Aviv,71,58,63
1,26-07-17,26-07-17,Tel Aviv,71,58,60
2,25-07-17,26-07-17,Tiberias,42,28,35
1,26-07-17,26-07-17,Tiberias,42,27,34
2,25-07-17,26-07-17,Zefat,26,20,23
1,26-07-17,26-07-17,Zefat,26,19,23
2,26-07-17,27-07-17,Afula,31,41,41
1,27-07-17,27-07-17,Afula,31,40,39
2,26-07-17,27-07-17,Ashdod,77,85,89
1,27-07-17,27-07-17,Ashdod,77,84,88
2,26-07-17,27-07-17,Beer Sheva,39,31,35
1,27-07-17,27-07-17,Beer Sheva,39,32,36
2,26-07-17,27-07-17,Bet Shean,18,24,31
1,27-07-17,27-07-17,Bet Shean,18,25,31
2,26-07-17,27-07-17,Elat,20,11,12
1,27-07-17,27-07-17,Elat,20,13,15
2,26-07-17,27-07-17,En Gedi,29,24,22
1,27-07-17,27-07-17,En Gedi,29,26,28
2,26-07-17,27-07-17,Haifa,37,59,68
1,27-07-17,27-07-17,Haifa,37,58,64
2,26-07-17,27-07-17,Jerusalem,38,35,41
1,27-07-17,27-07-17,Jerusalem,38,39,44
2,26-07-17,27-07-17,Lod,54,39,50
1,27-07-17,27-07-17,Lod,54,39,51
2,26-07-17,27-07-17,Mizpe Ramon,27,32,33
1,27-07-17,27-07-17,Mizpe Ramon,27,34,39
2,26-07-17,27-07-17,Nazareth,51,48,55
1,27-07-17,27-07-17,Nazareth,51,48,54
2,26-07-17,27-07-17,Qazrin,29,23,40
