validityDate,city,observedMaxTemp
08/08/2017,Elat,42
08/08/2017,En Gedi,41
08/08/2017,Haifa,29
08/08/2017,Jerusalem,32
08/08/2017,Lod,33
08/08/2017,Mizpe Ramon,32
08/08/2017,Nazareth,30
08/08/2017,Qazrin,35
08/08/2017,Tel Aviv,31
08/08/2017,Tiberias,36
08/08/2017,Zefat,31
09/08/2017,Afula,35
09/08/2017,Ashdod,31
09/08/2017,Beer Sheva,36
09/08/2017,Bet Shean,40
09/08/2017,Elat,42
09/08/2017,En Gedi,41
09/08/2017,Haifa,30
09/08/2017,Jerusalem,33
09/08/2017,Lod,33
09/08/2017,Mizpe Ramon,34
09/08/2017,Nazareth,31
09/08/2017,Qazrin,36
09/08/2017,Tel Aviv,31
09/08/2017,Tiberias,37
09/08/2017,Zefat,33
10/08/2017,Afula,35
10/08/2017,Ashdod,31
10/08/2017,Beer Sheva,35
10/08/2017,Bet Shean,39
10/08/2017,Elat,42
10/08/2017,En Gedi,40
10/08/2017,Haifa,30
10/08/2017,Jerusalem,31
10/08/2017,Lod,33
10/08/2017,Mizpe Ramon,34
10/08/2017,Nazareth,31
10/08/2017,Qazrin,34
10/08/2017,Tel Aviv,31
10/08/2017,Tiberias,36
10/08/2017,Zefat,32
11/08/2017,Afula,36
11/08/2017,Ashdod,32
11/08/2017,Beer Sheva,37
11/08/2017,Bet Shean,40
11/08/2017,Elat,42
11/08/2017,En Gedi,38
11/08/2017,Haifa,30
11/08/2017,Jerusalem,32
11/08/2017,Lod,33
11/08/2017,Mizpe Ramon,34
11/08/2017,Nazareth,31
11/08/2017,Qazrin,35
11/08/2017,Tel Aviv,31
11/08/2017,Tiberias,35
11/08/2017,Zefat,32
12/08/2017,Afula,35
12/08/2017,Ashdod,32
12/08/2017,Beer Sheva,36
12/08/2017,Bet Shean,39
12/08/2017,Elat,42
12/08/2017,En Gedi,39
12/08/2017,Haifa,30
12/08/2017,Jerusalem,32
12/08/2017,Lod,33
12/08/2017,Mizpe Ramon,34
12/08/2017,Nazareth,31
12/08/2017,Qazrin,34
12/08/2017,Tel Aviv,31
12/08/2017,Tiberias,36
12/08/2017,Zefat,31
13/08/2017,Afula,36
13/08/2017,Ashdod,32
13/08/2017,Beer Sheva,37
13/08/2017,Bet Shean,40
13/08/2017,Elat,43
13/08/2017,En Gedi,40
13/08/2017,Haifa,30
13/08/2017,Jerusalem,33
13/08/2017,Lod,33
13/08/2017,Mizpe Ramon,35
13/08/2017,Nazareth,31
13/08/2017,Qazrin,35
13/08/2017,Tel Aviv,32
13/08/2017,Tiberias,37
13/08/2017,Zefat,33
14/08/2017,Afula,36
14/08/2017,Ashdod,31
14/08/2017,Beer Sheva,37
14/08/2017,Bet Shean,39
14/08/2017,Elat,43
14/08/2017,En Gedi,39
14/08/2017,Haifa,30
14/08/2017,Jerusalem,33
14/08/2017,Lod,33
14/08/2017,Mizpe Ramon,34
14/08/2017,Nazareth,31
14/08/2017,Qazrin,35
14/08/2017,Tel Aviv,31
14/08/2017,Tiberias,36
14/08/2017,Zefat,32
15/08/2017,Afula,35
15/08/2017,Ashdod,31
15/08/2017,Beer Sheva,36
15/08/2017,Bet Shean,38
15/08/2017,Elat,41
15/08/2017,En Gedi,40
15/08/2017,Haifa,30
15/08/2017,Jerusalem,31
15/08/2017,Lod,33
15/08/2017,Mizpe Ramon,33
15/08/2017,Nazareth,30
15/08/2017,Qazrin,34
15/08/2017,Tel Aviv,31
15/08/2017,Tiberias,35
15/08/2017,Zefat,30
16/08/2017,Afula,35
16/08/2017,Ashdod,30
16/08/2017,Beer Sheva,35
16/08/2017,Bet Shean,38
16/08/2017,Elat,40
16/08/2017,En Gedi,36
16/08/2017,Haifa,29
16/08/2017,Jerusalem,31
16/08/2017,Lod,32
16/08/2017,Mizpe Ramon,33
16/08/2017,Nazareth,30
16/08/2017,Qazrin,34
16/08/2017,Tel Aviv,30
16/08/2017,Tiberias,35
16/08/2017,Zefat,29
17/08/2017,Afula,35
17/08/2017,Ashdod,31
17/08/2017,Beer Sheva,36
17/08/2017,Bet Shean,38
17/08/2017,Elat,38
17/08/2017,En Gedi,36
17/08/2017,Haifa,30
17/08/2017,Jerusalem,31
17/08/2017,Lod,33
17/08/2017,Mizpe Ramon,34
17/08/2017,Nazareth,31
17/08/2017,Qazrin,34
17/08/2017,Tel Aviv,31
17/08/2017,Tiberias,34
17/08/2017,Zefat,31
18/08/2017,Afula,34
18/08/2017,Ashdod,32
18/08/2017,Beer Sheva,35
18/08/2017,Bet Shean,38
18/08/2017,Elat,41
18/08/2017,En Gedi,36
18/08/2017,Haifa,30
18/08/2017,Jerusalem,30
18/08/2017,Lod,33
18/08/2017,Mizpe Ramon,33
18/08/2017,Nazareth,31
18/08/2017,Qazrin,33
18/08/2017,Tel Aviv,31
18/08/2017,Tiberias,34
18/08/2017,Zefat,29
19/08/2017,Afula,36
19/08/2017,Ashdod,31
19/08/2017,Beer Sheva,37
19/08/2017,Bet Shean,39
19/08/2017,Elat,41
19/08/2017,En Gedi,37
19/08/2017,Haifa,30
19/08/2017,Jerusalem,31
19/08/2017,Lod,35
19/08/2017,Mizpe Ramon,34
19/08/2017,Nazareth,32
19/08/2017,Qazrin,35
19/08/2017,Tel Aviv,32
19/08/2017,Tiberias,36
19/08/2017,Zefat,32
20/08/2017,Afula,35
20/08/2017,Ashdod,31
20/08/2017,Beer Sheva,36
20/08/2017,Bet Shean,39
20/08/2017,Elat,41
20/08/2017,En Gedi,38
20/08/2017,Haifa,30
20/08/2017,Jerusalem,32
20/08/2017,Lod,34
20/08/2017,Mizpe Ramon,33
20/08/2017,Nazareth,32
20/08/2017,Qazrin,36
20/08/2017,Tel Aviv,32
20/08/2017,Tiberias,38
20/08/2017,Zefat,33
21/08/2017,Afula,34
21/08/2017,Ashdod,31
21/08/2017,Beer Sheva,35
21/08/2017,Bet Shean,37
21/08/2017,Elat,39
21/08/2017,En Gedi,35
21/08/2017,Haifa,29
21/08/2017,Jerusalem,29
21/08/2017,Lod,32
21/08/2017,Mizpe Ramon,31
21/08/2017,Nazareth,30
21/08/2017,Qazrin,33
21/08/2017,Tel Aviv,31
21/08/2017,Tiberias,34
21/08/2017,Zefat,29
22/08/2017,Afula,34
22/08/2017,Ashdod,31
22/08/2017,Beer Sheva,34
22/08/2017,Bet Shean,37
22/08/2017,Elat,39
22/08/2017,En Gedi,35
22/08/2017,Haifa,29
22/08/2017,Jerusalem,28
22/08/2017,Lod,32
22/08/2017,Mizpe Ramon,30
22/08/2017,Nazareth,30
22/08/2017,Qazrin,32
22/08/2017,Tel Aviv,30
22/08/2017,Tiberias,33
22/08/2017,Zefat,28
23/08/2017,Afula,35
23/08/2017,Ashdod,31
23/08/2017,Beer Sheva,35
23/08/2017,Bet Shean,38
23/08/2017,Elat,39
23/08/2017,En Gedi,36
23/08/2017,Haifa,29
23/08/2017,Jerusalem,29
23/08/2017,Lod,33
23/08/2017,Mizpe Ramon,31
23/08/2017,Nazareth,30
23/08/2017,Qazrin,33
23/08/2017,Tel Aviv,31
23/08/2017,Tiberias,35
23/08/2017,Zefat,29
24/08/2017,Afula,35
24/08/2017,Ashdod,31
24/08/2017,Beer Sheva,35
24/08/2017,Bet Shean,38
24/08/2017,Elat,39
24/08/2017,En Gedi,33
24/08/2017,Haifa,30
24/08/2017,Jerusalem,31
24/08/2017,Lod,32
24/08/2017,Mizpe Ramon,32
24/08/2017,Nazareth,32
24/08/2017,Qazrin,35
24/08/2017,Tel Aviv,31
24/08/2017,Tiberias,38
24/08/2017,Zefat,31
25/08/2017,Afula,35
25/08/2017,Ashdod,30
25/08/2017,Beer Sheva,36
25/08/2017,Bet Shean,39
25/08/2017,Elat,40
25/08/2017,En Gedi,35
25/08/2017,Haifa,31
25/08/2017,Jerusalem,33
25/08/2017,Lod,33
25/08/2017,Mizpe Ramon,33
25/08/2017,Nazareth,31
25/08/2017,Qazrin,35
25/08/2017,Tel Aviv,31
25/08/2017,Tiberias,39
25/08/2017,Zefat,31
26/08/2017,Afula,37
26/08/2017,Ashdod,31
26/08/2017,Beer Sheva,36
26/08/2017,Bet Shean,41
26/08/2017,Elat,41
26/08/2017,En Gedi,35
26/08/2017,Haifa,31
26/08/2017,Jerusalem,32
26/08/2017,Lod,34
26/08/2017,Mizpe Ramon,33
26/08/2017,Nazareth,32
26/08/2017,Qazrin,36
26/08/2017,Tel Aviv,31
26/08/2017,Tiberias,41
26/08/2017,Zefat,32
27/08/2017,Afula,36
27/08/2017,Ashdod,31
27/08/2017,Beer Sheva,36
27/08/2017,Bet Shean,39
27/08/2017,Elat,42
27/08/2017,En Gedi,33
27/08/2017,Haifa,31
27/08/2017,Jerusalem,31
27/08/2017,Lod,34
27/08/2017,Mizpe Ramon,33
27/08/2017,Nazareth,32
27/08/2017,Qazrin,34
27/08/2017,Tel Aviv,32
27/08/2017,Tiberias,40
27/08/2017,Zefat,30
28/08/2017,Afula,34
28/08/2017,Ashdod,30
28/08/2017,Beer Sheva,33
28/08/2017,Bet Shean,37
28/08/2017,Elat,40
28/08/2017,En Gedi,32
28/08/2017,Haifa,29
28/08/2017,Jerusalem,29
28/08/2017,Lod,31
28/08/2017,Mizpe Ramon,31
28/08/2017,Nazareth,29
28/08/2017,Qazrin,33
28/08/2017,Tel Aviv,30
28/08/2017,Tiberias,37
28/08/2017,Zefat,30
29/08/2017,Afula,34
29/08/2017,Ashdod,30
29/08/2017,Beer Sheva,34
29/08/2017,Bet Shean,38
29/08/2017,Elat,38
29/08/2017,En Gedi,31
29/08/2017,Haifa,28
29/08/2017,Jerusalem,30
29/08/2017,Lod,32
29/08/2017,Mizpe Ramon,31
29/08/2017,Nazareth,30
29/08/2017,Qazrin,33
29/08/2017,Tel Aviv,30
29/08/2017,Tiberias,37
29/08/2017,Zefat,30
30/08/2017,Afula,33
30/08/2017,Ashdod,30
30/08/2017,Beer Sheva,33
30/08/2017,Bet Shean,37
30/08/2017,Elat,39
30/08/2017,En Gedi,31
30/08/2017,Haifa,28
30/08/2017,Jerusalem,30
30/08/2017,Lod,31
30/08/2017,Mizpe Ramon,31
30/08/2017,Nazareth,29
30/08/2017,Qazrin,33
30/08/2017,Tel Aviv,30
30/08/2017,Tiberias,36
30/08/2017,Zefat,29
31/08/2017,Afula,33
31/08/2017,Ashdod,30
31/08/2017,Beer Sheva,32
31/08/2017,Bet Shean,36
31/08/2017,Elat,38
31/08/2017,En Gedi,30
31/08/2017,Haifa,29
31/08/2017,Jerusalem,28
31/08/2017,Lod,31
31/08/2017,Mizpe Ramon,29
31/08/2017,Nazareth,29
31/08/2017,Qazrin,32
31/08/2017,Tel Aviv,30
31/08/2017,Tiberias,36
31/08/2017,Zefat,28
01/09/2017,Afula,33
01/09/2017,Ashdod,30
01/09/2017,Beer Sheva,33
01/09/2017,Bet Shean,36
01/09/2017,Elat,37
01/09/2017,En Gedi,31
01/09/2017,Haifa,29
01/09/2017,Jerusalem,27
01/09/2017,Lod,31
01/09/2017,Mizpe Ramon,29
01/09/2017,Nazareth,30
01/09/2017,Qazrin,34
01/09/2017,Tel Aviv,30
01/09/2017,Tiberias,38
01/09/2017,Zefat,28
02/09/2017,Afula,35
02/09/2017,Ashdod,30
02/09/2017,Beer Sheva,35
02/09/2017,Bet Shean,38
02/09/2017,Elat,38
02/09/2017,En Gedi,33
02/09/2017,Haifa,30
02/09/2017,Jerusalem,31
02/09/2017,Lod,32
02/09/2017,Mizpe Ramon,31
02/09/2017,Nazareth,31
02/09/2017,Qazrin,34
02/09/2017,Tel Aviv,30
02/09/2017,Tiberias,38
02/09/2017,Zefat,30
03/09/2017,Afula,36
03/09/2017,Ashdod,30
03/09/2017,Beer Sheva,35
03/09/2017,Bet Shean,40
03/09/2017,Elat,39
03/09/2017,En Gedi,35
03/09/2017,Haifa,31
03/09/2017,Jerusalem,34
03/09/2017,Lod,33
03/09/2017,Mizpe Ramon,32
03/09/2017,Nazareth,32
03/09/2017,Qazrin,37
03/09/2017,Tel Aviv,31
03/09/2017,Tiberias,37
03/09/2017,Zefat,33
04/09/2017,Afula,35
04/09/2017,Ashdod,31
04/09/2017,Beer Sheva,34
04/09/2017,Bet Shean,38
04/09/2017,Elat,40
04/09/2017,En Gedi,34
04/09/2017,Haifa,30
04/09/2017,Jerusalem,31
04/09/2017,Lod,33
04/09/2017,Mizpe Ramon,32
04/09/2017,Nazareth,31
04/09/2017,Qazrin,35
04/09/2017,Tel Aviv,31
04/09/2017,Tiberias,39
04/09/2017,Zefat,31
05/09/2017,Afula,36
05/09/2017,Ashdod,31
05/09/2017,Beer Sheva,35
05/09/2017,Bet Shean,39
05/09/2017,Elat,40
05/09/2017,En Gedi,34
05/09/2017,Haifa,30
05/09/2017,Jerusalem,31
05/09/2017,Lod,32
05/09/2017,Mizpe Ramon,33
05/09/2017,Nazareth,31
05/09/2017,Qazrin,35
05/09/2017,Tel Aviv,31
05/09/2017,Tiberias,40
05/09/2017,Zefat,31
06/09/2017,Afula,33
06/09/2017,Ashdod,30
06/09/2017,Beer Sheva,33
06/09/2017,Bet Shean,37
06/09/2017,Elat,38
06/09/2017,En Gedi,32
06/09/2017,Haifa,28
06/09/2017,Jerusalem,28
06/09/2017,Lod,31
06/09/2017,Mizpe Ramon,30
06/09/2017,Nazareth,29
06/09/2017,Qazrin,32
06/09/2017,Tel Aviv,30
06/09/2017,Tiberias,37
06/09/2017,Zefat,30
07/09/2017,Afula,33
07/09/2017,Ashdod,30
07/09/2017,Beer Sheva,33
07/09/2017,Bet Shean,37
07/09/2017,Elat,38
07/09/2017,En Gedi,30
07/09/2017,Haifa,29
07/09/2017,Jerusalem,29
07/09/2017,Lod,31
07/09/2017,Mizpe Ramon,29
07/09/2017,Nazareth,29
07/09/2017,Qazrin,32
07/09/2017,Tel Aviv,30
07/09/2017,Tiberias,36
07/09/2017,Zefat,29
08/09/2017,Afula,37
08/09/2017,Ashdod,30
08/09/2017,Beer Sheva,36
08/09/2017,Bet Shean,42
08/09/2017,Elat,40
08/09/2017,En Gedi,35
08/09/2017,Haifa,29
08/09/2017,Jerusalem,36
08/09/2017,Lod,33
08/09/2017,Mizpe Ramon,35
08/09/2017,Nazareth,35
08/09/2017,Qazrin,38
08/09/2017,Tel Aviv,31
08/09/2017,Tiberias,38
08/09/2017,Zefat,33
09/09/2017,Afula,36
09/09/2017,Ashdod,30
09/09/2017,Beer Sheva,34
09/09/2017,Bet Shean,41
09/09/2017,Elat,40
09/09/2017,En Gedi,35
09/09/2017,Haifa,29
09/09/2017,Jerusalem,34
09/09/2017,Lod,32
09/09/2017,Mizpe Ramon,32
09/09/2017,Nazareth,34
09/09/2017,Qazrin,38
09/09/2017,Tel Aviv,31
09/09/2017,Tiberias,39
09/09/2017,Zefat,35
10/09/2017,Afula,35
10/09/2017,Ashdod,30
10/09/2017,Beer Sheva,36
10/09/2017,Bet Shean,39
10/09/2017,Elat,40
10/09/2017,En Gedi,34
10/09/2017,Haifa,29
10/09/2017,Jerusalem,33
10/09/2017,Lod,32
10/09/2017,Mizpe Ramon,33
10/09/2017,Nazareth,30
10/09/2017,Qazrin,34
10/09/2017,Tel Aviv,31
10/09/2017,Tiberias,38
10/09/2017,Zefat,31
11/09/2017,Afula,36
11/09/2017,Ashdod,30
11/09/2017,Beer Sheva,39
11/09/2017,Bet Shean,40
11/09/2017,Elat,41
11/09/2017,En Gedi,36
11/09/2017,Haifa,31
11/09/2017,Jerusalem,35
11/09/2017,Lod,34
11/09/2017,Mizpe Ramon,35
11/09/2017,Nazareth,32
11/09/2017,Qazrin,36
11/09/2017,Tel Aviv,31
11/09/2017,Tiberias,39
11/09/2017,Zefat,32
12/09/2017,Afula,38
12/09/2017,Ashdod,31
12/09/2017,Beer Sheva,38
12/09/2017,Bet Shean,42
12/09/2017,Elat,42
12/09/2017,En Gedi,37
12/09/2017,Haifa,32
12/09/2017,Jerusalem,36
12/09/2017,Lod,36
12/09/2017,Mizpe Ramon,36
12/09/2017,Nazareth,33
12/09/2017,Qazrin,37
12/09/2017,Tel Aviv,32
12/09/2017,Tiberias,41
12/09/2017,Zefat,33
13/09/2017,Afula,36
13/09/2017,Ashdod,30
13/09/2017,Beer Sheva,37
13/09/2017,Bet Shean,41
13/09/2017,Elat,42
13/09/2017,En Gedi,36
13/09/2017,Haifa,32
13/09/2017,Jerusalem,35
13/09/2017,Lod,33
13/09/2017,Mizpe Ramon,34
13/09/2017,Nazareth,31
13/09/2017,Qazrin,38
13/09/2017,Tel Aviv,30
13/09/2017,Tiberias,40
13/09/2017,Zefat,33
14/09/2017,Afula,35
14/09/2017,Ashdod,29
14/09/2017,Beer Sheva,33
14/09/2017,Bet Shean,39
14/09/2017,Elat,38
14/09/2017,En Gedi,40
14/09/2017,Haifa,30
14/09/2017,Jerusalem,32
14/09/2017,Lod,31
14/09/2017,Mizpe Ramon,30
14/09/2017,Nazareth,32
14/09/2017,Qazrin,38
14/09/2017,Tel Aviv,30
14/09/2017,Tiberias,37
14/09/2017,Zefat,35
15/09/2017,Afula,34
15/09/2017,Ashdod,30
15/09/2017,Beer Sheva,32
15/09/2017,Bet Shean,36
15/09/2017,Elat,37
15/09/2017,En Gedi,38
15/09/2017,Haifa,28
15/09/2017,Jerusalem,28
15/09/2017,Lod,31
15/09/2017,Mizpe Ramon,30
15/09/2017,Nazareth,30
15/09/2017,Qazrin,33
15/09/2017,Tel Aviv,30
15/09/2017,Tiberias,37
15/09/2017,Zefat,30
16/09/2017,Afula,32
16/09/2017,Ashdod,30
16/09/2017,Beer Sheva,32
16/09/2017,Bet Shean,35
16/09/2017,Elat,38
16/09/2017,En Gedi,36
16/09/2017,Haifa,28
16/09/2017,Jerusalem,28
16/09/2017,Lod,31
16/09/2017,Mizpe Ramon,29
16/09/2017,Nazareth,29
16/09/2017,Qazrin,31
16/09/2017,Tel Aviv,29
16/09/2017,Tiberias,35
16/09/2017,Zefat,28
17/09/2017,Afula,33
17/09/2017,Ashdod,30
17/09/2017,Beer Sheva,33
17/09/2017,Bet Shean,37
17/09/2017,Elat,38
17/09/2017,En Gedi,35
17/09/2017,Haifa,28
17/09/2017,Jerusalem,30
17/09/2017,Lod,32
17/09/2017,Mizpe Ramon,31
17/09/2017,Nazareth,29
17/09/2017,Qazrin,32
17/09/2017,Tel Aviv,29
17/09/2017,Tiberias,36
17/09/2017,Zefat,29
18/09/2017,Afula,34
18/09/2017,Ashdod,29
18/09/2017,Beer Sheva,34
18/09/2017,Bet Shean,38
18/09/2017,Elat,39
18/09/2017,En Gedi,36
18/09/2017,Haifa,28
18/09/2017,Jerusalem,31
18/09/2017,Lod,31
18/09/2017,Mizpe Ramon,31
18/09/2017,Nazareth,30
18/09/2017,Qazrin,34
18/09/2017,Tel Aviv,29
18/09/2017,Tiberias,37
18/09/2017,Zefat,30
19/09/2017,Afula,34
19/09/2017,Ashdod,30
19/09/2017,Beer Sheva,34
19/09/2017,Bet Shean,37
19/09/2017,Elat,38
19/09/2017,En Gedi,36
19/09/2017,Haifa,28
19/09/2017,Jerusalem,30
19/09/2017,Lod,32
19/09/2017,Mizpe Ramon,32
19/09/2017,Nazareth,29
19/09/2017,Qazrin,33
19/09/2017,Tel Aviv,30
19/09/2017,Tiberias,37
19/09/2017,Zefat,30
20/09/2017,Afula,33
20/09/2017,Ashdod,30
20/09/2017,Beer Sheva,33
20/09/2017,Bet Shean,35
20/09/2017,Elat,38
20/09/2017,En Gedi,36
20/09/2017,Haifa,28
20/09/2017,Jerusalem,26
20/09/2017,Lod,30
20/09/2017,Mizpe Ramon,30
20/09/2017,Nazareth,29
20/09/2017,Qazrin,31
20/09/2017,Tel Aviv,29
20/09/2017,Tiberias,36
20/09/2017,Zefat,27
21/09/2017,Afula,33
21/09/2017,Ashdod,30
21/09/2017,Beer Sheva,34
21/09/2017,Bet Shean,36
21/09/2017,Elat,40
21/09/2017,En Gedi,35
21/09/2017,Haifa,29
21/09/2017,Jerusalem,30
21/09/2017,Lod,31
21/09/2017,Mizpe Ramon,32
21/09/2017,Nazareth,29
21/09/2017,Qazrin,31
21/09/2017,Tel Aviv,30
21/09/2017,Tiberias,36
21/09/2017,Zefat,28
22/09/2017,Afula,33
22/09/2017,Ashdod,29
22/09/2017,Beer Sheva,33
22/09/2017,Bet Shean,36
22/09/2017,Elat,37
22/09/2017,En Gedi,37
22/09/2017,Haifa,28
22/09/2017,Jerusalem,29
22/09/2017,Lod,30
22/09/2017,Mizpe Ramon,30
22/09/2017,Nazareth,29
22/09/2017,Qazrin,32
22/09/2017,Tel Aviv,29
22/09/2017,Tiberias,36
22/09/2017,Zefat,28
23/09/2017,Afula,30
23/09/2017,Ashdod,28
23/09/2017,Beer Sheva,31
23/09/2017,Bet Shean,34
23/09/2017,Elat,35
23/09/2017,En Gedi,36
23/09/2017,Haifa,27
23/09/2017,Jerusalem,26
23/09/2017,Lod,30
23/09/2017,Mizpe Ramon,27
23/09/2017,Nazareth,28
23/09/2017,Qazrin,30
23/09/2017,Tel Aviv,28
23/09/2017,Tiberias,34
23/09/2017,Zefat,25
24/09/2017,Afula,30
24/09/2017,Ashdod,28
24/09/2017,Beer Sheva,30
24/09/2017,Bet Shean,34
24/09/2017,Elat,34
24/09/2017,En Gedi,34
24/09/2017,Haifa,27
24/09/2017,Jerusalem,25
24/09/2017,Lod,29
24/09/2017,Mizpe Ramon,26
24/09/2017,Nazareth,27
24/09/2017,Qazrin,30
24/09/2017,Tel Aviv,28
24/09/2017,Tiberias,35
24/09/2017,Zefat,25
25/09/2017,Afula,32
25/09/2017,Ashdod,28
25/09/2017,Beer Sheva,33
25/09/2017,Bet Shean,36
25/09/2017,Elat,36
25/09/2017,En Gedi,35
25/09/2017,Haifa,28
25/09/2017,Jerusalem,29
25/09/2017,Lod,30
25/09/2017,Mizpe Ramon,29
25/09/2017,Nazareth,29
25/09/2017,Qazrin,31
25/09/2017,Tel Aviv,28
25/09/2017,Tiberias,35
25/09/2017,Zefat,27
26/09/2017,Afula,31
26/09/2017,Ashdod,29
26/09/2017,Beer Sheva,31
26/09/2017,Bet Shean,34
26/09/2017,Elat,35
26/09/2017,En Gedi,35
26/09/2017,Haifa,28
26/09/2017,Jerusalem,26
26/09/2017,Lod,29
26/09/2017,Mizpe Ramon,27
26/09/2017,Nazareth,27
26/09/2017,Qazrin,30
26/09/2017,Tel Aviv,28
26/09/2017,Tiberias,36
26/09/2017,Zefat,24
27/09/2017,Afula,31
27/09/2017,Ashdod,29
27/09/2017,Beer Sheva,31
27/09/2017,Bet Shean,34
27/09/2017,Elat,35
27/09/2017,En Gedi,35
27/09/2017,Haifa,27
27/09/2017,Jerusalem,26
27/09/2017,Lod,30
27/09/2017,Mizpe Ramon,27
27/09/2017,Nazareth,27
27/09/2017,Qazrin,29
27/09/2017,Tel Aviv,28
27/09/2017,Tiberias,34
27/09/2017,Zefat,25
28/09/2017,Afula,31
28/09/2017,Ashdod,28
28/09/2017,Beer Sheva,31
28/09/2017,Bet Shean,34
28/09/2017,Elat,34
28/09/2017,En Gedi,34
28/09/2017,Haifa,27
28/09/2017,Jerusalem,26
28/09/2017,Lod,29
28/09/2017,Mizpe Ramon,26
28/09/2017,Nazareth,27
28/09/2017,Qazrin,29
28/09/2017,Tel Aviv,28
28/09/2017,Tiberias,34
28/09/2017,Zefat,25
29/09/2017,Afula,31
29/09/2017,Ashdod,29
29/09/2017,Beer Sheva,30
29/09/2017,Bet Shean,34
29/09/2017,Elat,34
29/09/2017,En Gedi,33
29/09/2017,Haifa,27
29/09/2017,Jerusalem,25
29/09/2017,Lod,29
29/09/2017,Mizpe Ramon,26
29/09/2017,Nazareth,27
29/09/2017,Qazrin,29
29/09/2017,Tel Aviv,28
29/09/2017,Tiberias,34
29/09/2017,Zefat,26
30/09/2017,Afula,31
30/09/2017,Ashdod,29
30/09/2017,Beer Sheva,31
30/09/2017,Bet Shean,33
30/09/2017,Elat,35
30/09/2017,En Gedi,35
30/09/2017,Haifa,26
30/09/2017,Jerusalem,25
30/09/2017,Lod,29
30/09/2017,Mizpe Ramon,27
30/09/2017,Nazareth,27
30/09/2017,Qazrin,28
30/09/2017,Tel Aviv,28
30/09/2017,Tiberias,34
30/09/2017,Zefat,24
01/10/2017,Afula,32
01/10/2017,Ashdod,28
01/10/2017,Beer Sheva,34
01/10/2017,Bet Shean,33
01/10/2017,Elat,36
01/10/2017,En Gedi,33
01/10/2017,Haifa,27
01/10/2017,Jerusalem,28
01/10/2017,Lod,31
01/10/2017,Mizpe Ramon,28
01/10/2017,Nazareth,28
01/10/2017,Qazrin,30
01/10/2017,Tel Aviv,29
01/10/2017,Tiberias,34
01/10/2017,Zefat,26
02/10/2017,Afula,38
02/10/2017,Ashdod,30
02/10/2017,Beer Sheva,38
02/10/2017,Bet Shean,39
02/10/2017,Elat,41
02/10/2017,En Gedi,36
02/10/2017,Haifa,32
02/10/2017,Jerusalem,32
02/10/2017,Lod,35
02/10/2017,Mizpe Ramon,34
02/10/2017,Nazareth,35
02/10/2017,Qazrin,35
02/10/2017,Tel Aviv,33
02/10/2017,Tiberias,37
02/10/2017,Zefat,31
03/10/2017,Afula,32
03/10/2017,Ashdod,28
03/10/2017,Beer Sheva,31
03/10/2017,Bet Shean,35
03/10/2017,Elat,35
03/10/2017,En Gedi,35
03/10/2017,Haifa,27
03/10/2017,Jerusalem,26
03/10/2017,Lod,30
03/10/2017,Mizpe Ramon,27
03/10/2017,Nazareth,28
03/10/2017,Qazrin,30
03/10/2017,Tel Aviv,28
03/10/2017,Tiberias,35
03/10/2017,Zefat,26
04/10/2017,Afula,31
04/10/2017,Ashdod,28
04/10/2017,Beer Sheva,31
04/10/2017,Bet Shean,33
04/10/2017,Elat,33
04/10/2017,En Gedi,34
04/10/2017,Haifa,26
04/10/2017,Jerusalem,26
04/10/2017,Lod,29
04/10/2017,Mizpe Ramon,25
04/10/2017,Nazareth,26
04/10/2017,Qazrin,29
04/10/2017,Tel Aviv,27
04/10/2017,Tiberias,34
04/10/2017,Zefat,25
05/10/2017,Afula,30
05/10/2017,Ashdod,28
05/10/2017,Beer Sheva,29
05/10/2017,Bet Shean,32
05/10/2017,Elat,33
05/10/2017,En Gedi,33
05/10/2017,Haifa,27
05/10/2017,Jerusalem,25
05/10/2017,Lod,29
05/10/2017,Mizpe Ramon,26
05/10/2017,Nazareth,28
05/10/2017,Qazrin,29
05/10/2017,Tel Aviv,27
05/10/2017,Tiberias,33
05/10/2017,Zefat,24
06/10/2017,Afula,31
06/10/2017,Ashdod,28
06/10/2017,Beer Sheva,28
06/10/2017,Bet Shean,33
06/10/2017,Elat,33
06/10/2017,En Gedi,33
06/10/2017,Haifa,27
06/10/2017,Jerusalem,25
06/10/2017,Lod,29
06/10/2017,Mizpe Ramon,24
06/10/2017,Nazareth,27
06/10/2017,Qazrin,29
06/10/2017,Tel Aviv,27
06/10/2017,Tiberias,33
06/10/2017,Zefat,25
07/10/2017,Afula,32
07/10/2017,Ashdod,27
07/10/2017,Beer Sheva,32
07/10/2017,Bet Shean,33
07/10/2017,Elat,35
07/10/2017,En Gedi,33
07/10/2017,Haifa,27
07/10/2017,Jerusalem,26
07/10/2017,Lod,30
07/10/2017,Mizpe Ramon,28
07/10/2017,Nazareth,28
07/10/2017,Qazrin,30
07/10/2017,Tel Aviv,29
07/10/2017,Tiberias,33
07/10/2017,Zefat,26
08/10/2017,Afula,32
08/10/2017,Ashdod,29
08/10/2017,Beer Sheva,30
08/10/2017,Bet Shean,34
08/10/2017,Elat,38
08/10/2017,En Gedi,38
08/10/2017,Haifa,28
08/10/2017,Jerusalem,25
08/10/2017,Lod,30
08/10/2017,Mizpe Ramon,28
08/10/2017,Nazareth,29
08/10/2017,Qazrin,30
08/10/2017,Tel Aviv,29
